Level,Date and Time,Source,Event ID,Task Category
Information,8/27/2023 4:21:04 AM,Microsoft-Windows-WAS,5211,None,"The description for Event ID 5211 from source Microsoft-Windows-WAS cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Classic
ConfigurationSystem

The message resource is present but the message was not found in the message table
"
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2005‎-‎08‎-‎08T13:17:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2007‎-‎04‎-‎09T11:08:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) unloaded successfully."
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) has successfully loaded and registered with Filter Manager."
Error,8/27/2023 4:20:55 AM,Microsoft-Windows-Eventlog,23,Service startup,The event logging service encountered an error (res=5) while initializing logging resources for channel Windows PowerShell.
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1986‎-‎08‎-‎13T13:58:59.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:55 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2102‎-‎01‎-‎12T22:06:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:53 AM,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,8/27/2023 4:20:53 AM,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,8/27/2023 4:20:53 AM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,8/27/2023 4:20:53 AM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,8/27/2023 4:20:52 AM,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is 420.
Information,8/27/2023 4:20:51 AM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{6a08319f-b3d9-458f-bb36-be49a5ed1803} (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,8/27/2023 4:20:50 AM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,8/27/2023 4:20:50 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎2025‎-‎01‎-‎05T19:41:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:50 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2002‎-‎03‎-‎01T04:12:42.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:50 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2994
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,8/27/2023 4:20:50 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2994
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,8/27/2023 4:20:50 AM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,8/27/2023 4:20:49 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2035‎-‎12‎-‎09T05:19:01.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:49 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2023‎-‎04‎-‎22T19:17:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:49 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2062‎-‎12‎-‎22T22:21:06.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 4:20:47 AM,vmci,3,None,"The description for Event ID 3 from source vmci cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMCI: Using capabilities (0xc).


The message resource is present but the message was not found in the message table
"
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0.
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,8/27/2023 4:20:45 AM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2023‎-‎08‎-‎27T11:20:45.500000000Z.
Information,8/27/2023 4:20:34 AM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2023‎-‎08‎-‎27T11:20:34.720235300Z.
Information,8/27/2023 4:20:33 AM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,8/27/2023 4:20:54 AM,EventLog,6013,None,The system uptime is 9 seconds.
Information,8/27/2023 4:20:54 AM,EventLog,6005,None,The Event log service was started.
Information,8/27/2023 4:20:54 AM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 19044  Multiprocessor Free.
Information,8/27/2023 4:20:32 AM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,8/27/2023 4:20:32 AM,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,8/27/2023 4:20:32 AM,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,8/27/2023 4:20:32 AM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,8/27/2023 4:20:32 AM,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,8/27/2023 4:20:32 AM,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,8/27/2023 4:20:32 AM,EventLog,6006,None,The Event log service was stopped.
Error,8/27/2023 4:20:31 AM,Microsoft-Windows-Bits-Client,16392,None,The BITS service failed to start.  Error 0x80004015.
Information,8/27/2023 4:20:31 AM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,8/27/2023 4:20:29 AM,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (GOVBETA) has initiated the restart of computer GOVBETA on behalf of user GOVBETA\Administrator for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information,8/27/2023 4:20:27 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,8/27/2023 4:14:53 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  VBoxDrv
Service File Name:  C:\WINDOWS\system32\drivers\VBoxDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/27/2023 4:03:29 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,8/27/2023 4:02:46 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,8/27/2023 3:57:27 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  VBoxDrv
Service File Name:  C:\WINDOWS\system32\drivers\VBoxDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Warning,8/27/2023 3:54:55 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.SecurityAppBroker
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,8/27/2023 3:54:55 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID 
Windows.SecurityCenter.WscBrokerManager
 and APPID 
Unavailable
 to the user NT AUTHORITY\SYSTEM SID (S-1-5-18) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,8/27/2023 3:53:49 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,8/27/2023 3:53:16 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,8/27/2023 3:52:54 AM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Information,8/27/2023 3:52:53 AM,Microsoft-Windows-WAS,5211,None,"The description for Event ID 5211 from source Microsoft-Windows-WAS cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Classic
ConfigurationSystem

The message resource is present but the message was not found in the message table
"
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2005‎-‎08‎-‎08T13:17:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2007‎-‎04‎-‎09T11:08:30.000000000Z) has successfully loaded and registered with Filter Manager."
Error,8/27/2023 3:52:45 AM,Microsoft-Windows-Eventlog,23,Service startup,The event logging service encountered an error (res=5) while initializing logging resources for channel Windows PowerShell.
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) unloaded successfully."
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎1986‎-‎08‎-‎13T13:58:59.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:45 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2102‎-‎01‎-‎12T22:06:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:43 AM,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,8/27/2023 3:52:43 AM,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,8/27/2023 3:52:43 AM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,8/27/2023 3:52:42 AM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration: 0x0, 0"
Information,8/27/2023 3:52:42 AM,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is 420.
Information,8/27/2023 3:52:41 AM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{6a08319f-b3d9-458f-bb36-be49a5ed1803} (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,8/27/2023 3:52:40 AM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,8/27/2023 3:52:40 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎2025‎-‎01‎-‎05T19:41:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:40 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2994
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,8/27/2023 3:52:40 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (1 state(s))

Performance state type: None
Nominal Frequency (MHz): 2994
Maximum performance percentage: 100
Minimum performance percentage: 100
Minimum throttle percentage: 100"
Information,8/27/2023 3:52:40 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2002‎-‎03‎-‎01T04:12:42.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:40 AM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,8/27/2023 3:52:39 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WdFilter' (10.0, ‎2035‎-‎12‎-‎09T05:19:01.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:39 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2023‎-‎04‎-‎22T19:17:53.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:39 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2062‎-‎12‎-‎22T22:21:06.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:52:37 AM,vmci,3,None,"The description for Event ID 3 from source vmci cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMCI: Using capabilities (0xc).


The message resource is present but the message was not found in the message table
"
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0.
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-Boot,153,(62),Virtualization-based security (policies: 0) is disabled.
Information,8/27/2023 3:52:35 AM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2023‎-‎08‎-‎27T10:52:35.500000000Z.
Information,8/27/2023 3:52:24 AM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2023‎-‎08‎-‎27T10:52:24.563805600Z.
Information,8/27/2023 3:52:23 AM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,8/27/2023 3:52:44 AM,EventLog,6013,None,The system uptime is 9 seconds.
Information,8/27/2023 3:52:44 AM,EventLog,6005,None,The Event log service was started.
Information,8/27/2023 3:52:44 AM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 19044  Multiprocessor Free.
Information,8/27/2023 3:52:22 AM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,8/27/2023 3:52:22 AM,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,8/27/2023 3:52:22 AM,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,8/27/2023 3:52:22 AM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,8/27/2023 3:52:22 AM,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,8/27/2023 3:52:22 AM,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,8/27/2023 3:52:22 AM,EventLog,6006,None,The Event log service was stopped.
Information,8/27/2023 3:52:21 AM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,8/27/2023 3:52:19 AM,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (GOVBETA) has initiated the restart of computer GOVBETA on behalf of user GOVBETA\Administrator for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information,8/27/2023 3:51:56 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'SysmonDrv' (Version 0.0, ‎2023‎-‎06‎-‎27T02:09:58.000000000Z) unloaded successfully."
Information,8/27/2023 3:50:49 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  VBoxDrv
Service File Name:  C:\WINDOWS\system32\drivers\VBoxDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/27/2023 3:50:46 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  VBoxDrv
Service File Name:  C:\WINDOWS\system32\drivers\VBoxDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/27/2023 3:50:45 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  VBoxDrv
Service File Name:  C:\WINDOWS\system32\drivers\VBoxDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/27/2023 3:49:48 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  VBoxDrv
Service File Name:  C:\WINDOWS\system32\drivers\VBoxDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/27/2023 3:46:56 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  VBoxDrv
Service File Name:  C:\WINDOWS\system32\drivers\VBoxDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information,8/27/2023 3:30:34 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,8/27/2023 3:25:49 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,8/27/2023 3:19:56 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'SysmonDrv' (0.0, ‎2023‎-‎06‎-‎27T02:09:58.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:19:56 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  SysmonDrv
Service File Name:  C:\WINDOWS\SysmonDrv.sys
Service Type:  kernel mode driver
Service Start Type:  boot start
Service Account:  "
Information,8/27/2023 3:19:56 AM,Service Control Manager,7045,None,"A service was installed in the system.

Service Name:  Sysmon
Service File Name:  C:\WINDOWS\Sysmon.exe
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information,8/27/2023 3:17:13 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,8/27/2023 3:15:16 AM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Information,8/27/2023 3:15:13 AM,Microsoft-Windows-WAS,5211,None,"The description for Event ID 5211 from source Microsoft-Windows-WAS cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

Classic
ConfigurationSystem

The message resource is present but the message was not found in the message table
"
Information,8/27/2023 3:15:05 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,8/27/2023 3:15:05 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2005‎-‎08‎-‎08T13:17:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:15:05 AM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,8/27/2023 3:15:05 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,8/27/2023 3:15:05 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2007‎-‎04‎-‎09T11:08:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:15:05 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) has successfully loaded and registered with Filter Manager."
Information,8/27/2023 3:15:05 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) unloaded successfully."
Information,8/27/2023 3:15:05 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎2072‎-‎04‎-‎19T10:54:12.000000000Z) has successfully loaded and registered with Filter Manager."
Error,8/27/2023 3:15:05 AM,Microsoft-Windows-Eventlog,23,Service startup,The event logging service encountered an error (res=5) while initializing logging resources for channel Windows PowerShell.
