Level,Date and Time,Source,Event ID,Task Category
Information,3/27/2023 7:58:28 AM,Microsoft-Windows-PowerShell,4103,Executing Pipeline,"CommandInvocation(Resolve-Path): ""Resolve-Path""
ParameterBinding(Resolve-Path): name=""ErrorAction""; value=""Ignore""
ParameterBinding(Resolve-Path): name=""WarningAction""; value=""Ignore""
ParameterBinding(Resolve-Path): name=""InformationAction""; value=""Ignore""
ParameterBinding(Resolve-Path): name=""Verbose""; value=""False""
ParameterBinding(Resolve-Path): name=""Debug""; value=""False""
ParameterBinding(Resolve-Path): name=""Path""; value=""DE*""


Context:
        Severity = Informational
        Host Name = ConsoleHost
        Host Version = 5.1.19041.2673
        Host ID = 014a1fde-4c3a-4658-9521-5933850cff3e
        Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
        Engine Version = 5.1.19041.2673
        Runspace ID = d2a1cce6-8566-442d-a53b-d92bd22fa362
        Pipeline ID = 7
        Command Name = Resolve-Path
        Command Type = Cmdlet
        Script Name = 
        Command Path = 
        Sequence Number = 20
        User = DESKTOP-887GK2L\CyberJunkie
        Connected User = 
        Shell ID = Microsoft.PowerShell


User Data:

"
Information,3/27/2023 7:58:07 AM,Microsoft-Windows-PowerShell,4103,Executing Pipeline,"CommandInvocation(Get-Variable): ""Get-Variable""
ParameterBinding(Get-Variable): name=""Name""; value=""host""
ParameterBinding(Get-Variable): name=""ValueOnly""; value=""True""


Context:
        Severity = Informational
        Host Name = ConsoleHost
        Host Version = 5.1.19041.2673
        Host ID = 014a1fde-4c3a-4658-9521-5933850cff3e
        Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
        Engine Version = 5.1.19041.2673
        Runspace ID = d2a1cce6-8566-442d-a53b-d92bd22fa362
        Pipeline ID = 4
        Command Name = Get-Variable
        Command Type = Cmdlet
        Script Name = 
        Command Path = 
        Sequence Number = 18
        User = DESKTOP-887GK2L\CyberJunkie
        Connected User = 
        Shell ID = Microsoft.PowerShell


User Data:

"
Information,3/27/2023 7:58:07 AM,Microsoft-Windows-PowerShell,4103,Executing Pipeline,"CommandInvocation(Set-StrictMode): ""Set-StrictMode""
ParameterBinding(Set-StrictMode): name=""Off""; value=""True""


Context:
        Severity = Informational
        Host Name = ConsoleHost
        Host Version = 5.1.19041.2673
        Host ID = 014a1fde-4c3a-4658-9521-5933850cff3e
        Host Application = C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
        Engine Version = 5.1.19041.2673
        Runspace ID = d2a1cce6-8566-442d-a53b-d92bd22fa362
        Pipeline ID = 3
        Command Name = Set-StrictMode
        Command Type = Cmdlet
        Script Name = C:\Program Files\WindowsPowerShell\Modules\PSReadline\2.0.0\PSReadLine.psm1
        Command Path = 
        Sequence Number = 16
        User = DESKTOP-887GK2L\CyberJunkie
        Connected User = 
        Shell ID = Microsoft.PowerShell


User Data:

"
Verbose,3/27/2023 7:58:07 AM,Microsoft-Windows-PowerShell,4104,Execute a Remote Command,"Creating Scriptblock text (1 of 1):
prompt

ScriptBlock ID: daafd82b-8566-444f-b5e8-7d29072f96dc
Path: "
Information,3/27/2023 7:58:07 AM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/27/2023 7:58:07 AM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 7152 in AppDomain: DefaultAppDomain.
Information,3/27/2023 7:58:06 AM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Information,3/27/2023 7:37:41 AM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/27/2023 7:37:41 AM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 9768 in AppDomain: DefaultAppDomain.
Information,3/27/2023 7:37:41 AM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Information,3/27/2023 7:35:14 AM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/27/2023 7:35:14 AM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 2888 in AppDomain: DefaultAppDomain.
Information,3/27/2023 7:35:14 AM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Information,3/27/2023 7:35:13 AM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/27/2023 7:35:13 AM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 1848 in AppDomain: DefaultAppDomain.
Information,3/27/2023 7:35:13 AM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Information,3/27/2023 7:32:38 AM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/27/2023 7:32:38 AM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 9500 in AppDomain: DefaultAppDomain.
Information,3/27/2023 7:32:38 AM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Information,3/26/2023 12:00:57 PM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/26/2023 12:00:57 PM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 9904 in AppDomain: DefaultAppDomain.
Information,3/26/2023 12:00:57 PM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Information,3/25/2023 7:36:41 AM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/25/2023 7:36:41 AM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 8180 in AppDomain: DefaultAppDomain.
Information,3/25/2023 7:36:41 AM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Information,3/25/2023 7:36:40 AM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/25/2023 7:36:40 AM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 8100 in AppDomain: DefaultAppDomain.
Information,3/25/2023 7:36:39 AM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Information,3/25/2023 7:35:14 AM,Microsoft-Windows-PowerShell,40962,PowerShell Console Startup,PowerShell console is ready for user input
Information,3/25/2023 7:35:14 AM,Microsoft-Windows-PowerShell,53504,PowerShell Named Pipe IPC,Windows PowerShell has started an IPC listening thread on process: 6348 in AppDomain: DefaultAppDomain.
Information,3/25/2023 7:35:14 AM,Microsoft-Windows-PowerShell,40961,PowerShell Console Startup,PowerShell console is starting up
Warning,3/24/2023 2:24:15 PM,Microsoft-Windows-PowerShell,4104,Execute a Remote Command,"Creating Scriptblock text (1 of 1):

#requires -version 3.0

try { Microsoft.PowerShell.Core\Set-StrictMode -Off } catch { }

$script:MyModule = $MyInvocation.MyCommand.ScriptBlock.Module

$script:ClassName = 'ROOT\Microsoft\Windows\Defender\MSFT_MpWDOScan'
$script:ClassVersion = '1.0'
$script:ModuleVersion = '1.0'
$script:ObjectModelWrapper = [Microsoft.PowerShell.Cmdletization.Cim.CimCmdletAdapter]

$script:PrivateData = [System.Collections.Generic.Dictionary[string,string]]::new()

Microsoft.PowerShell.Core\Export-ModuleMember -Function @()
        

function __cmdletization_BindCommonParameters
{
    param(
        $__cmdletization_objectModelWrapper,
        $myPSBoundParameters
    )       
                

        if ($myPSBoundParameters.ContainsKey('CimSession')) { 
            $__cmdletization_objectModelWrapper.PSObject.Properties['CimSession'].Value = $myPSBoundParameters['CimSession'] 
        }
                    

        if ($myPSBoundParameters.ContainsKey('ThrottleLimit')) { 
            $__cmdletization_objectModelWrapper.PSObject.Properties['ThrottleLimit'].Value = $myPSBoundParameters['ThrottleLimit'] 
        }
                    

        if ($myPSBoundParameters.ContainsKey('AsJob')) { 
            $__cmdletization_objectModelWrapper.PSObject.Properties['AsJob'].Value = $myPSBoundParameters['AsJob'] 
        }
                    

}
                

function Start-MpWDOScan
{
    [CmdletBinding(PositionalBinding=$false)]
    
    
    param(
    
    [Parameter(ParameterSetName='Start0')]
    [Alias('Session')]
    [ValidateNotNullOrEmpty()]
    [CimSession[]]
    ${CimSession},

    [Parameter(ParameterSetName='Start0')]
    [int]
    ${ThrottleLimit},

    [Parameter(ParameterSetName='Start0')]
    [switch]
    ${AsJob})

    DynamicParam {
        try 
        {
            if (-not $__cmdletization_exceptionHasBeenThrown)
            {
                $__cmdletization_objectModelWrapper = $script:ObjectModelWrapper::new()
                $__cmdletization_objectModelWrapper.Initialize($PSCmdlet, $script:ClassName, $script:ClassVersion, $script:ModuleVersion, $script:PrivateData)

                if ($__cmdletization_objectModelWrapper -is [System.Management.Automation.IDynamicParameters])
                {
                    ([System.Management.Automation.IDynamicParameters]$__cmdletization_objectModelWrapper).GetDynamicParameters()
                }
            }
        }
        catch
        {
            $__cmdletization_exceptionHasBeenThrown = $true
            throw
        }
    }

    Begin {
        $__cmdletization_exceptionHasBeenThrown = $false
        try 
        {
            __cmdletization_BindCommonParameters $__cmdletization_objectModelWrapper $PSBoundParameters
            $__cmdletization_objectModelWrapper.BeginProcessing()
        }
        catch
        {
            $__cmdletization_exceptionHasBeenThrown = $true
            throw
        }
    }
        

    Process {
        try 
        {
            if (-not $__cmdletization_exceptionHasBeenThrown)
            {
      $__cmdletization_methodParameters = [System.Collections.Generic.List[Microsoft.PowerShell.Cmdletization.MethodParameter]]::new()

      $__cmdletization_returnValue = [Microsoft.PowerShell.Cmdletization.MethodParameter]@{ Name = 'ReturnValue'; ParameterType = 'System.Int32'; Bindings = 'Error'; Value = $null; IsValuePresent = $false }
      $__cmdletization_methodInvocationInfo = [Microsoft.PowerShell.Cmdletization.MethodInvocationInfo]::new('Start', $__cmdletization_methodParameters, $__cmdletization_returnValue)
      $__cmdletization_objectModelWrapper.ProcessRecord($__cmdletization_methodInvocationInfo)

            }
        }
        catch
        {
            $__cmdletization_exceptionHasBeenThrown = $true
            throw
        }
    }
        

    End {
        try
        {
            if (-not $__cmdletization_exceptionHasBeenThrown)
            {
                $__cmdletization_objectModelWrapper.EndProcessing()
            }
        }
        catch
        {
            throw
        }
    }

    # .EXTERNALHELP MSFT_MpWDOScan.cdxml-Help.xml
}
Microsoft.PowerShell.Core\Export-ModuleMember -Function 'Start-MpWDOScan' -Alias '*'
        


ScriptBlock ID: f399894d-c4cf-42ed-a495-f9b9bb9b6fe3
Path: "
Warning,3/24/2023 2:24:15 PM,Microsoft-Windows-PowerShell,4104,Execute a Remote Command,"Creating Scriptblock text (1 of 1):

#requires -version 3.0

try { Microsoft.PowerShell.Core\Set-StrictMode -Off } catch { }

$script:MyModule = $MyInvocation.MyCommand.ScriptBlock.Module

$script:ClassName = 'ROOT\Microsoft\Windows\Defender\MSFT_MpSignature'
$script:ClassVersion = '1.0'
$script:ModuleVersion = '1.0'
$script:ObjectModelWrapper = [Microsoft.PowerShell.Cmdletization.Cim.CimCmdletAdapter]

$script:PrivateData = [System.Collections.Generic.Dictionary[string,string]]::new()

Microsoft.PowerShell.Core\Export-ModuleMember -Function @()
        

function __cmdletization_BindCommonParameters
{
    param(
        $__cmdletization_objectModelWrapper,
        $myPSBoundParameters
    )       
                

        if ($myPSBoundParameters.ContainsKey('CimSession')) { 
            $__cmdletization_objectModelWrapper.PSObject.Properties['CimSession'].Value = $myPSBoundParameters['CimSession'] 
        }
                    

        if ($myPSBoundParameters.ContainsKey('ThrottleLimit')) { 
            $__cmdletization_objectModelWrapper.PSObject.Properties['ThrottleLimit'].Value = $myPSBoundParameters['ThrottleLimit'] 
        }
                    

        if ($myPSBoundParameters.ContainsKey('AsJob')) { 
            $__cmdletization_objectModelWrapper.PSObject.Properties['AsJob'].Value = $myPSBoundParameters['AsJob'] 
        }
                    

}
                

function Update-MpSignature
{
    [CmdletBinding(PositionalBinding=$false)]
    
    
    param(
    
    [Parameter(ParameterSetName='Update0')]
    [AllowEmptyString()]
    [AllowNull()]
    [ValidateNotNull()]
    [ValidateNotNullOrEmpty()]
    [ValidateSet('InternalDefinitionUpdateServer','MicrosoftUpdateServer','MMPC','FileShares')]
    [Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpSignature.UpdateSource]
    ${UpdateSource},

    [Parameter(ParameterSetName='Update0')]
    [Alias('Session')]
    [ValidateNotNullOrEmpty()]
    [CimSession[]]
    ${CimSession},

    [Parameter(ParameterSetName='Update0')]
    [int]
    ${ThrottleLimit},

    [Parameter(ParameterSetName='Update0')]
    [switch]
    ${AsJob})

    DynamicParam {
        try 
        {
            if (-not $__cmdletization_exceptionHasBeenThrown)
            {
                $__cmdletization_objectModelWrapper = $script:ObjectModelWrapper::new()
                $__cmdletization_objectModelWrapper.Initialize($PSCmdlet, $script:ClassName, $script:ClassVersion, $script:ModuleVersion, $script:PrivateData)

                if ($__cmdletization_objectModelWrapper -is [System.Management.Automation.IDynamicParameters])
                {
                    ([System.Management.Automation.IDynamicParameters]$__cmdletization_objectModelWrapper).GetDynamicParameters()
                }
            }
        }
        catch
        {
            $__cmdletization_exceptionHasBeenThrown = $true
            throw
        }
    }

    Begin {
        $__cmdletization_exceptionHasBeenThrown = $false
        try 
        {
            __cmdletization_BindCommonParameters $__cmdletization_objectModelWrapper $PSBoundParameters
            $__cmdletization_objectModelWrapper.BeginProcessing()
        }
        catch
        {
            $__cmdletization_exceptionHasBeenThrown = $true
            throw
        }
    }
        

    Process {
        try 
        {
            if (-not $__cmdletization_exceptionHasBeenThrown)
            {
      $__cmdletization_methodParameters = [System.Collections.Generic.List[Microsoft.PowerShell.Cmdletization.MethodParameter]]::new()

        [object]$__cmdletization_defaultValue = $null
        [object]$__cmdletization_defaultValueIsPresent = $false
        if ($PSBoundParameters.ContainsKey('UpdateSource')) {
          [object]$__cmdletization_value = ${UpdateSource}
          $__cmdletization_methodParameter = [Microsoft.PowerShell.Cmdletization.MethodParameter]@{Name = 'UpdateSource'; ParameterType = 'Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpSignature.UpdateSource'; Bindings = 'In'; Value = $__cmdletization_value; IsValuePresent = $true}
        } else {
          $__cmdletization_methodParameter = [Microsoft.PowerShell.Cmdletization.MethodParameter]@{Name = 'UpdateSource'; ParameterType = 'Microsoft.PowerShell.Cmdletization.GeneratedTypes.MpSignature.UpdateSource'; Bindings = 'In'; Value = $__cmdletization_defaultValue; IsValuePresent = $__cmdletization_defaultValueIsPresent}
        }
        $__cmdletization_methodParameters.Add($__cmdletization_methodParameter)

      $__cmdletization_returnValue = [Microsoft.PowerShell.Cmdletization.MethodParameter]@{ Name = 'ReturnValue'; ParameterType = 'System.Int32'; Bindings = 'Error'; Value = $null; IsValuePresent = $false }
      $__cmdletization_methodInvocationInfo = [Microsoft.PowerShell.Cmdletization.MethodInvocationInfo]::new('Update', $__cmdletization_methodParameters, $__cmdletization_returnValue)
      $__cmdletization_objectModelWrapper.ProcessRecord($__cmdletization_methodInvocationInfo)

            }
        }
        catch
        {
            $__cmdletization_exceptionHasBeenThrown = $true
            throw
        }
    }
        

    End {
        try
        {
            if (-not $__cmdletization_exceptionHasBeenThrown)
            {
                $__cmdletization_objectModelWrapper.EndProcessing()
            }
        }
        catch
        {
            throw
        }
    }

    # .EXTERNALHELP MSFT_MpSignature.cdxml-Help.xml
}
Microsoft.PowerShell.Core\Export-ModuleMember -Function 'Update-MpSignature' -Alias '*'
        


ScriptBlock ID: f9d12e9f-7a3d-4408-b276-96a738e58be7
Path: "
